toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate,toipfx
4463.01,8599009,CP,18h37m25.95s,279.358129,+18d43m47.83s,18.729952,-5.208,0.069,-0.069,0,50.723,0.073,-0.073,0,2459766.955834,0.001964,-0.001964,0,-28.859180850364037,3.14e-5,-3.14e-5,0,1.784,0.066,-0.066,0,10356.288600774833,432.648,-432.648,0,22.432295314557678,2.75197,-2.75197,0,678.487,NA,NA,NA,1429.23994400801,NA,NA,NA,10.4673,0.006,-0.006,0,173.117,1.294,-1.294,0,5541,139.8,-139.8,0,4.36,0.08,-0.08,0,1.082505194430447,0.06,-0.06,0,2021-09-09T19:55:02Z,2023-12-03T12:03:15Z,41
3096.01,229465678,PC,13h08m45.04s,197.187667,-28d14m04.08s,-28.234466,-19.58,2.189,-2.189,0,14.286,2.18,-2.18,0,2459325.615815,0.001376,-0.001376,0,-35.429834139971376,1.08e-5,-1.08e-5,0,2.577,0.163,-0.163,0,17120.243135751156,8.97238,-8.97238,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,13.151,0.012,-0.012,0,277.823,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,2021-06-04T01:36:34Z,2024-08-22T10:08:01Z,42
6650.04,64837857,PC,22h35m13.28s,338.805332,+54d46m24.81s,54.773557,12.303,0.05,-0.05,0,-0.578,0.049,-0.049,0,2459878.034895,0.034347,-0.034347,0,NA,NA,NA,0,6.426,0.941,-0.941,0,1444.6466882623117,135.442,-135.442,0,5.197640749093353,0.365525,-0.365525,0,77.417,NA,NA,NA,856.3265294279806,NA,NA,NA,10.0252,0.006,-0.006,0,237.169,1.883,-1.883,0,6500.6,163.2,-163.2,0,4.32,0.08,-0.08,0,1.358870329284069,0.06,-0.06,0,2025-01-09T23:38:23Z,2025-01-09T16:02:01Z,43
4234.01,81055189,PC,07h05m25.22s,106.355066,-21d06m34.29s,-21.109526,-1.854,0.027,-0.027,0,12.205,0.035,-0.035,0,2458515.925371,0.006537,-0.006537,0,-22.940568003998536,4.065e-4,-4.065e-4,0,2.28,0.348,-0.348,0,5100.683175025512,14.5452,-14.5452,0,8.542620532507403,NA,NA,0,7791.46,NA,NA,NA,2587.931806916937,NA,NA,NA,13.5392,0.009,-0.009,0,1003.03,25.043,-25.043,0,6481,122,-122,0,4.38,NA,NA,0,1.257208282408122,NA,NA,0,2021-07-12T14:39:23Z,2024-08-22T10:08:01Z,44
5718.01,17932757,PC,11h21m05.73s,170.27386,+41d34m35.14s,41.576429,-31.724,0.057,-0.057,0,-18.498,0.07,-0.07,0,2458903.539448,0.004322,-0.004322,0,5512.991599751966,0.0057527,-0.0057527,0,4.424864,0.5943986,-0.5943986,0,1570.8436120421256,138.1446,-138.1446,0,2.6491948970007746,1.0496963,-1.0496963,0,0.0522484,NA,NA,NA,67.20647152322822,NA,NA,NA,10.8075,0.008,-0.008,0,65.9721,0.23415,-0.23415,0,3922,157,-157,0,4.59159,0.0119581,-0.0119581,0,0.6714243791837124,0.019799,-0.019799,0,2022-08-18T20:04:08Z,2024-02-15T12:03:00Z,45
1712.01,67926921,FP,08h31m46.97s,127.945702,+44d49m56.33s,44.832314,-1.527,0.064,-0.064,0,-6.598,0.05,-0.05,0,2459606.849596,5.82e-4,-5.82e-4,0,27.10517793373497,4.4e-6,-4.4e-6,0,4.197,0.105,-0.105,0,3923.4978413141766,0.317992,-0.317992,0,20.214371245992663,0.859403,-0.859403,0,1949.16,NA,NA,NA,1868.3127210355487,NA,NA,NA,9.9841,0.006,-0.006,0,574.264,13.792,-13.792,0,6831.4,98.6,-98.6,0,3.61,0.09,-0.09,0,3.1548684644588474,0.13,-0.13,0,2020-02-19T00:44:40Z,2023-02-06T12:03:46Z,46
1819.01,341815767,FA,17h50m04.85s,267.520221,+54d38m10.06s,54.636127,24.675,0.046,-0.046,0,-11.924,0.038,-0.038,0,2458685.5559,0.00685,-0.00685,0,-4.659185909868918,1.4e-4,-1.4e-4,0,2.451,0.347,-0.347,0,151.14464557282486,0.505291,-0.505291,0,1.6991402856951932,0.136516,-0.136516,0,936.396,NA,NA,NA,1508.5442729525332,NA,NA,NA,8.98018,0.006,-0.006,0,160.295,0.51,-0.51,0,6610,128.1,-128.1,0,4.24,0.09,-0.09,0,1.4675559560751468,0.06,-0.06,0,2020-04-17T11:50:39Z,2022-06-02T12:03:17Z,47
6502.01,75580659,PC,09h16m41.32s,139.172161,-44d35m05.31s,-44.584808,-8.347,0.025,-0.025,0,6.626,0.025,-0.025,0,2460030.946212,0.003533,-0.003533,0,-31.63379495108504,2.64e-5,-2.64e-5,0,6.032,0.526,-0.526,0,5291.7408729982335,202.874,-202.874,0,15.387727931499358,0.799926,-0.799926,0,2760.2,NA,NA,NA,2076.76405046885,NA,NA,NA,12.9544,0.008,-0.008,0,1355.12,30.455,-30.455,0,7304,142.9,-142.9,0,3.88,0.08,-0.08,0,2.450960290222122,0.1,-0.1,0,2023-06-15T21:44:30Z,2024-08-22T10:08:01Z,48
5768.01,470990157,PC,18h34m12.75s,278.553118,+23d46m03.54s,23.767651,-0.814,0.019,-0.019,0,-2.56,0.026,-0.026,0,2459766.375076,0.0031580000000000002,-0.0031580000000000002,0,-26.884375185651898,3.1e-5,-3.1e-5,0,3.902,0.251,-0.251,0,5924.827392985397,5.1867,-5.1867,0,12.302741094297973,0.692582,-0.692582,0,1208.55,NA,NA,NA,1624.7421518954661,NA,NA,NA,12.8212,0.009,-0.009,0,928.084,15.7875,-15.7875,0,6448,128.3,-128.3,0,4.14,0.09,-0.09,0,1.621576915860286,0.07,-0.07,0,2022-09-01T23:42:04Z,2024-08-22T10:08:01Z,49
6549.01,290777444,PC,05h39m26.16s,84.858988,-52d55m59.92s,-52.933311,-4.796,0.036,-0.036,0,10.935,0.041,-0.041,0,2460042.872392,6.65e-4,-6.65e-4,0,30.462481281911874,5.13e-5,-5.13e-5,0,5.1261164,0.0531947,-0.0531947,0,14870.169783864081,174.14355,-174.14355,0,19.126591529208945,1.0049143,-1.0049143,0,527.4088544,NA,NA,NA,1248.4662278360884,NA,NA,NA,12.2311,0.006,-0.006,0,575.271,7.359,-7.359,0,5681,128.22,-128.22,0,4.0558,0.0778109,-0.0778109,0,1.5352503000445208,0.0801985,-0.0801985,0,2023-06-29T17:44:39Z,2024-12-05T16:02:02Z,50
229.01,120610833,KP,00h20m57.06s,5.237757,-35d59m54.47s,-35.998465,52.895,0.049,-0.049,0,-46.888,0.036,-0.036,0,2458354.773243,2.79e-4,-2.79e-4,0,10.2086313859298,2.3e-6,-2.3e-6,0,1.7185367,0.0270015,-0.0270015,0,11206.02207188771,216.12529,-216.12529,0,10.93259957752342,0.7295448,-0.7295448,0,328.1564535,NA,NA,NA,1098.402403208158,NA,NA,NA,11.5005,0.006,-0.006,0,211.196,1.7515,-1.7515,0,5100,NA,NA,0,4.4651,NA,NA,0,0.8746655818665758,0.0567763,-0.0567763,0,2018-11-29T21:52:42Z,2021-12-01T16:02:01Z,51
2932.01,29418536,PC,08h52m08.51s,133.035477,-46d00m43.81s,-46.012169,-3.19,0.029,-0.029,0,2.717,0.033,-0.033,0,2459990.683405,0.001821,-0.001821,0,16.98947130292473,1.12e-5,-1.12e-5,0,3.689,0.215,-0.215,0,5979.356331371445,2.62798,-2.62798,0,15.977650830176747,0.733603,-0.733603,0,2431.32,NA,NA,NA,1924.646442364785,NA,NA,NA,12.6396,0.007,-0.007,0,1052.16,19.465,-19.465,0,7320,135.1,-135.1,0,4.01,0.08,-0.08,0,2.1159650855209033,0.08,-0.08,0,2021-06-04T01:29:28Z,2024-08-22T10:08:01Z,52
3185.01,363661031,PC,13h20m00.86s,200.003563,-47d42m27.23s,-47.707563,-13.929,0.114,-0.114,0,-1.935,0.198,-0.198,0,2459355.303805,6.8e-4,-6.8e-4,0,3.7323739003711105,6.3e-6,-6.3e-6,0,2.824,0.322,-0.322,0,4622.740608325112,2.16768,-2.16768,0,14.152073802109392,1.87218,-1.87218,0,2183.57,NA,NA,NA,1967.0291007916792,NA,NA,NA,11.162,0.007,-0.007,0,554.954,71.3665,-71.3665,0,6762,138.8,-138.8,0,4.03,0.14,-0.14,0,1.9307525246184403,0.25,-0.25,0,2021-06-04T13:54:22Z,2024-08-22T10:08:01Z,53
3976.01,154293917,CP,14h57m25.44s,224.356008,+44d16m27.56s,44.274322,-19.913,0.032,-0.032,0,9.882,0.046,-0.046,0,2458978.133817,9.74e-4,-9.74e-4,0,47.511168184669984,5.7e-5,-5.7e-5,0,3.928,0.183,-0.183,0,6799.162632213496,1.16844,-1.16844,0,12.110483432683816,0.538039,-0.538039,0,298.497,NA,NA,NA,1182.7159722286926,NA,NA,NA,11.8136,0.007,-0.007,0,516.087,5.8525,-5.8525,0,5993,102.9,-102.9,0,4.12,0.07,-0.07,0,1.5110260821242165,0.06,-0.06,0,2021-06-23T15:24:19Z,2024-08-22T10:08:01Z,54
3619.01,64938667,PC,22h35m01.3s,338.755425,+54d04m44.8s,54.07911,-0.456,0.038,-0.038,0,-7.7,0.038,-0.038,0,2460396.419995,0.00205,-0.00205,0,16.99036832914022,4.347e-4,-4.347e-4,0,3.4044306,0.1699566,-0.1699566,0,12197.389896125596,567.9582,-567.9582,0,19.406447501394112,0.8295097,-0.8295097,0,1852.610398,NA,NA,NA,1676.859459563984,NA,NA,NA,13.1611,0.009,-0.009,0,924.04,20.988,-20.988,0,6133,122,-122,0,4.04,NA,NA,0,1.7051486603315265,NA,NA,0,2021-06-23T15:16:41Z,2024-09-10T10:08:02Z,55
1619.01,377144784,FP,22h49m46.54s,342.443925,+68d15m03.86s,68.251071,68.76,0.048,-0.048,0,3.244,0.044,-0.044,0,2460447.12743,0.002291,-0.002291,0,15.71190974026468,3.3e-6,-3.3e-6,0,2.654,0.261,-0.261,0,587.764172946519,20.5893,-20.5893,0,9.720770623913229,NA,NA,0,2334.78,NA,NA,NA,1947.0620298916585,NA,NA,NA,10.0552,0.006,-0.006,0,396.201,4.0995,-4.0995,0,5017,122,-122,0,NA,NA,NA,0,4.727261929036466,NA,NA,0,2019-12-19T20:58:22Z,2024-07-26T10:08:01Z,56
1791.01,233684293,FA,17h23m03.09s,260.762886,+63d06m38.67s,63.110741,-20.567,0.05,-0.05,0,-6.634,0.051,-0.051,0,2459755.574206,0.080049,-0.080049,0,288.92692588363303,0.0043323,-0.0043323,0,8.081,2.662,-2.662,0,111.64209222895225,1.0962,-1.0962,0,2.3604809711346277,0.303926,-0.303926,0,36.5063,NA,NA,NA,711.1715526422108,NA,NA,NA,9.05769,0.006,-0.006,0,247.435,1.5055,-1.5055,0,6153,132.1,-132.1,0,3.72,0.08,-0.08,0,2.4819145258127824,0.11,-0.11,0,2020-03-12T14:22:11Z,2024-09-17T10:08:02Z,57
3878.01,141275395,PC,12h17m24.33s,184.351375,+29d38m00.73s,29.633535,11.169,0.079,-0.079,0,-17.829,0.077,-0.077,0,2459662.612281,0.001694,-0.001694,0,14.760331698089574,2.6e-6,-2.6e-6,0,1.074,0.19,-0.19,0,1388.4905374176074,3.70762,-3.70762,0,6.712632291445198,0.502356,-0.502356,0,2114.06,NA,NA,NA,1892.5933154631632,NA,NA,NA,11.3616,0.008,-0.008,0,482.566,11.1335,-11.1335,0,6322.5,140.8,-140.8,0,4.13,0.09,-0.09,0,1.615887098188412,0.09,-0.09,0,2021-06-23T15:22:05Z,2024-08-22T10:08:01Z,58
7182.01,408469564,PC,23h57m02.91s,359.262122,+09d47m04.77s,9.784659,-5.054,0.081,-0.081,0,-51.133,0.038,-0.038,0,2460563.963848,0.006711,-0.006711,0,-140.51104599280148,1.729e-4,-1.729e-4,0,3.56,0.92,-0.92,0,307.77768855338235,23.6794,-23.6794,0,2.099136295367487,0.153422,-0.153422,0,74.4061,NA,NA,NA,698.2763966738826,NA,NA,NA,8.1891,0.006,-0.006,0,91.8327,0.3479,-0.3479,0,6156,120.2,-120.2,0,4.25,0.08,-0.08,0,1.3232983003263707,0.06,-0.06,0,2025-01-09T23:37:42Z,2025-08-06T12:04:41Z,59
1528.01,285543785,APC,00h52m53.29s,13.222022,+60d53m30.07s,60.891685,-4.2,3.2,-3.2,0,0.4,3.1,-3.1,0,2460441.842967,6.78e-4,-6.78e-4,0,159.84406952509042,7.2e-6,-7.2e-6,0,3.933,0.675,-0.675,0,8365.739777632109,8859.7,-8859.7,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,9.716,0.033,-0.033,0,392.878,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,0,2019-12-05T21:41:10Z,2024-08-24T10:08:02Z,60
479.01,306362738,KP,06h04m21.53s,91.089719,-16d57m55.4s,-16.96539,54.769,0.05,-0.05,0,-19.061,0.056,-0.056,0,2459221.888774,2.15e-4,-2.15e-4,0,-6.515070967255065,1e-6,-1e-6,0,2.1508237,0.0164589,-0.0164589,0,12883.671094384561,80.18528,-80.18528,0,12.672819414648025,0.6069252,-0.6069252,0,615.4708822,NA,NA,NA,1255.655452990361,NA,NA,NA,10.8164,0.006,-0.006,0,194.553,1.196,-1.196,0,5600,NA,NA,0,4.4291,NA,NA,0,1.020225511610528,0.0485654,-0.0485654,0,2019-02-27T22:16:31Z,2021-10-29T12:59:15Z,61
6716.01,112115898,PC,07h26m37.7s,111.657082,-30d33m07.85s,-30.55218,-316.472,0.074,-0.074,0,58.995,0.08,-0.08,0,2458495.165624,0.001712,-0.001712,0,1.6524077662136312,1.56e-5,-1.56e-5,0,1.1450785,0.493182,-0.493182,0,1736.422569665177,259.83228,-259.83228,0,1.0269525730539817,0.5145737,-0.5145737,0,4.6540316,NA,NA,NA,382.0172519946244,NA,NA,NA,11.7735,0.007,-0.007,0,18.8873,0.0179,-0.0179,0,3190,157,-157,0,5.01971,0.0185439,-0.0185439,0,0.22493387598149264,0.0068166,-0.0068166,0,2023-10-05T21:59:28Z,2024-01-23T12:02:45Z,62
467.01,20178111,FP,05h59m35.38s,89.897418,-40d23m44.69s,-40.395746,-14.62,0.037,-0.037,0,5.776,0.043,-0.043,0,2459198.7024,0.001338,-0.001338,0,3.1407180453837755,2.65e-4,-2.65e-4,0,2.32,1.258,-1.258,0,1241.897318380483,155.073,-155.073,0,4.251613530324521,1.2984,-1.2984,0,4861.83,NA,NA,NA,2349.2729490946203,NA,NA,NA,10.2767,0.006,-0.006,0,151.504,0.5135,-0.5135,0,5890,191,-191,0,4.48757,0.273706,-0.273706,0,0.9302770220071719,0.05,-0.05,0,2019-02-27T22:16:31Z,2021-12-08T10:10:01Z,63
2165.01,73560357,APC,18h45m37.38s,281.405754,+16d24m55.32s,16.415367,1.747,0.076,-0.076,0,3.403,0.093,-0.093,0,2459417.644616,6.11e-4,-6.11e-4,0,-3.3080395129746023,2.6e-6,-2.6e-6,0,2.544,0.099,-0.099,0,4203.310118822423,0.751321,-0.751321,0,14.035935212158744,0.644628,-0.644628,0,14232.8,NA,NA,NA,3097.989473091707,NA,NA,NA,10.8207,0.006,-0.006,0,557.364,14.5685,-14.5685,0,7421,199.9,-199.9,0,4,0.09,-0.09,0,2.1463761897942306,0.09,-0.09,0,2020-08-10T17:26:49Z,2022-02-16T10:10:02Z,64
5475.01,78601408,APC,05h56m32.94s,89.137237,+25d41m02.23s,25.683953,-0.252,0.08,-0.08,0,-11.634,0.063,-0.063,0,2459540.386039,0.002112,-0.002112,0,-246.68622583783693,7.38e-4,-7.38e-4,0,1.543,0.61,-0.61,0,5079.055088437318,76.5588,-76.5588,0,11.514335154067904,1.55053,-1.55053,0,55.4002,NA,NA,NA,730.9083176210214,NA,NA,NA,12.2106,0.015,-0.015,0,655.835,19.56,-19.56,0,6553.2,111.1,-111.1,0,4.26,0.09,-0.09,0,1.4383913503961858,0.09,-0.09,0,2022-04-20T18:23:03Z,2024-08-22T10:08:01Z,65
4890.01,92004082,PC,11h28m15.79s,172.065775,-49d40m04.31s,-49.667865,-15.449,0.046,-0.046,0,2.357,0.045,-0.045,0,2460017.41864,7.31e-4,-7.31e-4,0,-6.488325834058641,7.4e-5,-7.4e-5,0,3.2974347,0.0489049,-0.0489049,0,8422.709090346885,117.63547,-117.63547,0,15.708458143814468,0.729737,-0.729737,0,2283.1479477,NA,NA,NA,1815.1055654817658,NA,NA,NA,11.6042,0.006,-0.006,0,575.512,10.093,-10.093,0,6823,131.9,-131.9,0,4.19,0.09,-0.09,0,1.5979794368652833,0.0722186,-0.0722186,0,2021-12-21T22:36:48Z,2025-07-09T10:08:02Z,66
878.01,219380235,FA,05h07m02.83s,76.761786,-51d46m01.05s,-51.766957,24.993,0.053,-0.053,0,25.261,0.064,-0.064,0,2459196.628398,0.011503,-0.011503,0,5.623359916468201,7.18e-5,-7.18e-5,0,2.82,1.089,-1.089,0,1140.1346397648676,13.5662,-13.5662,0,5.038054269327898,0.765135,-0.765135,0,460.733,NA,NA,NA,1303.433924790083,NA,NA,NA,10.8239,0.006,-0.006,0,334.457,3.86,-3.86,0,5518.3,121.1,-121.1,0,3.93,0.08,-0.08,0,1.7561074857717558,0.09,-0.09,0,2019-07-12T19:27:36Z,2021-10-29T12:59:15Z,67
3426.01,277833423,PC,10h24m54.96s,156.229013,+00d26m08.98s,0.435829,1.802,0.049,-0.049,0,-4.297,0.044,-0.044,0,2459570.358029,8.16e-4,-8.16e-4,0,-101.1898664524751,9.2e-6,-9.2e-6,0,4.289,0.081,-0.081,0,16977.533315981378,2.25705,-2.25705,0,18.588613059015653,1.09717,-1.09717,0,313.989,NA,NA,NA,1213.5402439479049,NA,NA,NA,12.7761,0.007,-0.007,0,687.367,17.1475,-17.1475,0,5806,131.9,-131.9,0,4.16,0.08,-0.08,0,1.402287828472805,0.08,-0.08,0,2021-06-16T22:56:31Z,2024-08-22T10:08:01Z,68
1847.01,54002556,KP,01h34m05.15s,23.52145,-14d25m08.94s,-14.419149,11.168,0.099,-0.099,0,14.047,0.049,-0.049,0,2459099.821541,0.002656,-0.002656,0,230.44127011665702,1.427e-4,-1.427e-4,0,3.867,0.659,-0.659,0,9833.526280877106,20.4331,-20.4331,0,8.968900958000418,0.695996,-0.695996,0,9.24196,NA,NA,NA,521.8291427316259,NA,NA,NA,11.6235,0.006,-0.006,0,190.422,1.7605,-1.7605,0,5076,127.7,-127.7,0,4.53,0.09,-0.09,0,0.8197352718485924,0.05,-0.05,0,2020-05-08T14:39:00Z,2024-10-18T10:08:02Z,69
6235.01,150902766,APC,00h16m52.59s,4.219134,+20d25m58.03s,20.432785,17.828,0.046,-0.046,0,-142.608,0.048,-0.048,0,2459872.368343,0.001318,-0.001318,0,-38.89167952390103,9.544e-4,-9.544e-4,0,1.183,0.403,-0.403,0,15097.888681755167,21576,-21576,0,14.246011989567673,4.73496,-4.73496,0,43.9112,NA,NA,NA,745.8351265146745,NA,NA,NA,12.8967,0.007,-0.007,0,374.957,4.0135,-4.0135,0,5917,125.6,-125.6,0,4.76,0.08,-0.08,0,0.7174257038112802,0.04,-0.04,0,2023-04-03T20:51:29Z,2024-08-22T10:08:01Z,70
699.03,149302744,PC,05h33m31.74s,83.38224,-62d06m32.48s,-62.109022,-8.356,0.054,-0.054,0,23.462,0.059,-0.059,0,2458374.209051,0.007402,-0.007402,0,10410.678226169897,0.0106779,-0.0106779,0,7.4883769,1.177137,-1.177137,0,420.2851594668176,51.583866,-51.583866,0,2.949444351490492,1.8601334,-1.8601334,0,1.0263046,NA,NA,NA,214.98289455728582,NA,NA,NA,9.8106,0.006,-0.006,0,193.29,0.894,-0.894,0,6138.6,54,-54,0,4.07,0.11,-0.11,0,1.4117653355873547,0.0618693,-0.0618693,0,2021-07-19T00:13:44Z,2022-03-22T16:02:01Z,71
5136.01,175236511,KP,08h39m15.29s,129.813701,+23d21m26.77s,23.357437,13.176,0.07,-0.07,0,-10.366,0.047,-0.047,0,2459550.096564,0.003962,-0.003962,0,28.493299752266484,1.71e-5,-1.71e-5,0,3.393,0.534,-0.534,0,479.2447658300113,0.101394,-0.101394,0,2.706530660506659,0.135045,-0.135045,0,230.628,NA,NA,NA,1081.3925445355717,NA,NA,NA,12.0789,0.007,-0.007,0,446.821,8.546,-8.546,0,5906.9,108.1,-108.1,0,4.3,0.08,-0.08,0,1.2223073715025041,0.06,-0.06,0,2022-01-25T22:18:31Z,2022-01-25T16:02:02Z,72
6407.01,97925605,PC,07h11m23.63s,107.848439,-33d04m14.11s,-33.070587,4.922,0.042,-0.042,0,-0.337,0.044,-0.044,0,2459973.681274,0.002979,-0.002979,0,-61.931092020482126,3.19e-5,-3.19e-5,0,6.905,0.463,-0.463,0,3289.0806716428046,125.75,-125.75,0,10.909404373567387,0.644327,-0.644327,0,467.293,NA,NA,NA,1319.9407264799818,NA,NA,NA,12.1158,0.006,-0.006,0,671.665,14.3675,-14.3675,0,5863,131.9,-131.9,0,3.92,0.08,-0.08,0,1.8809589190336093,0.1,-0.1,0,2023-05-03T22:26:15Z,2024-08-22T10:08:01Z,73
1437.01,198356533,CP,17h04m33.3s,256.138751,+56d50m33.18s,56.842549,10.709,0.032,-0.032,0,-20.199,0.038,-0.038,0,2460660.183368,0.00237,-0.00237,0,50.443135868602205,5.38e-5,-5.38e-5,0,5.765,0.303,-0.303,0,324.43623862295385,7.97435,-7.97435,0,1.9967863308338083,0.096805,-0.096805,0,94.5008,NA,NA,NA,829.8590656891063,NA,NA,NA,8.69378,0.006,-0.006,0,103.297,0.183,-0.183,0,6093,124.709,-124.709,0,4.32207,0.0785303,-0.0785303,0,1.2199970638395854,0.05,-0.05,0,2019-11-14T17:07:15Z,2025-05-02T16:23:22Z,74
1028.01,447283466,FP,10h28m23.6s,157.098337,-51d42m19.47s,-51.705409,30.65,0.054,-0.054,0,-33.906,0.056,-0.056,0,2458544.48066,0.00412,-0.00412,0,3.633258929189725,3.4e-4,-3.4e-4,0,2.843,0.278,-0.278,0,239.47296046980148,0.375709,-0.375709,0,1.2038500928917384,0.0989898,-0.0989898,0,2784.04,NA,NA,NA,2001.2868474170457,NA,NA,NA,7.9059,0.006,-0.006,0,23.7748,0.02025,-0.02025,0,4634,120.9,-120.9,0,4.64,0.09,-0.09,0,0.6923037978886116,0.05,-0.05,0,2019-07-24T18:44:12Z,2021-10-29T12:59:15Z,75
943.01,399871011,PC,04h58m13.23s,74.555144,+08d58m50.97s,8.980825,2.493,0.075,-0.075,0,-6.744,0.043,-0.043,0,2458444.27026,0.00106,-0.00106,0,125.04968597426438,8.3e-4,-8.3e-4,0,5.963,0.521,-0.521,0,8103.831124730884,1.93969,-1.93969,0,13.441523951575723,0.632642,-0.632642,0,366.445,NA,NA,NA,1241.2398599072674,NA,NA,NA,11.0412,0.009,-0.009,0,397.789,7.0255,-7.0255,0,6794,135.7,-135.7,0,4.28,0.09,-0.09,0,1.4380327446219057,0.06,-0.06,0,2019-07-24T14:30:01Z,2021-10-29T12:59:15Z,76
1090.01,361034196,FP,16h08m03.92s,242.016315,-68d35m19.8s,-68.588832,5.989,0.034,-0.034,0,2.514,0.049,-0.049,0,2458628.96316,0.0022,-0.0022,0,-1.2471886004752126,3e-4,-3e-4,0,4.586,0.079,-0.079,0,5026.362559744353,704.212,-704.212,0,22.768157073242143,8.69015,-8.69015,0,31883.5,NA,NA,NA,3752.7271495133837,NA,NA,NA,10.0196,0.006,-0.006,0,566.502,11.2155,-11.2155,0,7009.8,184.2,-184.2,0,3.6,0.61,-0.61,0,2.983791378340726,0.16,-0.16,0,2019-08-06T19:30:00Z,2021-10-29T12:59:15Z,77
5661.01,349312122,PC,14h49m28.46s,222.368583,+20d36m55.21s,20.615336,-0.251,0.036,-0.036,0,-8.196,0.044,-0.044,0,2459715.238616,0.001355,-0.001355,0,-54.77064491223882,1.264e-4,-1.264e-4,0,2.029,0.094,-0.094,0,18630.48553430682,9.25673,-9.25673,0,11.975171862336968,0.758295,-0.758295,0,260.223,NA,NA,NA,1136.5507035416067,NA,NA,NA,12.958,0.007,-0.007,0,414.658,3.8045,-3.8045,0,5447.5,133.6,-133.6,0,4.56,0.08,-0.08,0,0.8502683720942026,0.05,-0.05,0,2022-06-02T21:09:52Z,2024-08-22T10:08:01Z,78
2828.01,268042363,FP,07h42m30.95s,115.628942,-53d02m13.8s,-53.037166,-0.706,0.075,-0.075,0,6.575,0.077,-0.077,0,2459990.605838,0.002832,-0.002832,0,-55.354087857119254,1.78e-5,-1.78e-5,0,1.566,0.14,-0.14,0,4916.031039212309,9.85912,-9.85912,0,10.796637679028102,0.702862,-0.702862,0,167.033,NA,NA,NA,965.5689481036128,NA,NA,NA,12.9858,0.006,-0.006,0,844.26,25.901,-25.901,0,6888,135.2,-135.2,0,4.37,0.09,-0.09,0,1.3188917627894208,0.07,-0.07,0,2021-06-04T00:47:25Z,2024-08-22T10:08:01Z,79
7255.01,166099360,PC,21h10m14.03s,317.558464,+35d54m00.21s,35.900058,0.218,0.025,-0.025,0,-1.94,0.034,-0.034,0,2460555.161485,0.002634,-0.002634,0,-12.745465325671995,9.4e-6,-9.4e-6,0,1.382,0.268,-0.268,0,2213.1085716047783,218.681,-218.681,0,10.021881801879973,0.71955,-0.71955,0,774.318,NA,NA,NA,1425.0087640540858,NA,NA,NA,12.6221,0.008,-0.008,0,1030.1,20.18,-20.18,0,6264,130.3,-130.3,0,3.92,0.09,-0.09,0,1.9986247270196698,0.1,-0.1,0,2025-03-06T22:41:35Z,2025-03-07T12:05:24Z,80
213.01,234345288,PC,02h35m32.95s,38.887291,-71d37m27.29s,-71.624247,50.866,0.044,-0.044,0,-19.872,0.036,-0.036,0,2460177.887219,0.003301,-0.003301,0,123.77709469155573,6.22e-5,-6.22e-5,0,3.222,0.919,-0.919,0,1243.6658877356733,89.763,-89.763,0,2.304888993476284,0.206315,-0.206315,0,10.453,NA,NA,NA,560.5082803921971,NA,NA,NA,9.7806,0.006,-0.006,0,54.3256,0.0575,-0.0575,0,4566.4,64,-64,0,4.93,0.12,-0.12,0,0.6750033703029836,0.05,-0.05,0,2018-11-14T15:06:55Z,2024-05-02T10:08:02Z,81
2419.01,358248442,PC,03h33m04.89s,53.270375,-56d35m18.37s,-56.588436,-12.922,0.037,-0.037,0,-19.673,0.043,-0.043,0,2460169.793147,0.010718,-0.010718,0,-34.899482133207336,1.579e-4,-1.579e-4,0,5.943,1.096,-1.096,0,911.0206795584731,41.3851,-41.3851,0,3.6174896807455807,0.20997,-0.20997,0,103.276,NA,NA,NA,898.3168575012812,NA,NA,NA,10.4354,0.006,-0.006,0,245.495,1.2325,-1.2325,0,5924,681.6,-681.6,0,4.14,0.33,-0.33,0,1.344255497085673,0.06,-0.06,0,2020-11-25T22:47:02Z,2024-04-26T10:08:02Z,82
